Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Human gene stable ID,Human gene name,%id. target Human gene identical to query gene,%id. query gene identical to target Human gene,"Human orthology confidence [0 low, 1 high]"
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000114298,ENSECAT00000114298.1,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000058557,ENSECAT00000058557.3,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000016184,ENSECAT00000016184.3,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000038449,ENSECAT00000038449.3,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000053744,ENSECAT00000053744.3,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000104035,ENSECAT00000104035.1,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000144438,ENSECAT00000144438.1,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000063459,ENSECAT00000063459.3,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000015023,ENSECAG00000015023.4,ENSECAT00000125822,ENSECAT00000125822.1,ENSG00000111879,FAM184A,93.9231,92.193,1
ENSECAG00000022697,ENSECAG00000022697.3,ENSECAT00000024220,ENSECAT00000024220.3,ENSG00000269113,TRABD2B,72.6073,85.1064,1
ENSECAG00000022697,ENSECAG00000022697.3,ENSECAT00000112247,ENSECAT00000112247.1,ENSG00000269113,TRABD2B,72.6073,85.1064,1
ENSECAG00000022697,ENSECAG00000022697.3,ENSECAT00000138057,ENSECAT00000138057.1,ENSG00000269113,TRABD2B,72.6073,85.1064,1
ENSECAG00000022697,ENSECAG00000022697.3,ENSECAT00000039466,ENSECAT00000039466.2,ENSG00000269113,TRABD2B,72.6073,85.1064,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000085517,ENSECAT00000085517.1,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000007136,ENSECAT00000007136.4,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000072615,ENSECAT00000072615.2,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000007109,ENSECAT00000007109.3,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000130018,ENSECAT00000130018.1,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000142545,ENSECAT00000142545.1,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000123353,ENSECAT00000123353.1,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000092394,ENSECAT00000092394.1,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000006749,ENSECAG00000006749.4,ENSECAT00000100113,ENSECAT00000100113.1,ENSG00000133657,ATP13A3,81.5108,90.207,1
ENSECAG00000017722,ENSECAG00000017722.3,ENSECAT00000018720,ENSECAT00000018720.3,ENSG00000121853,GHSR,95.082,95.082,1
ENSECAG00000023353,ENSECAG00000023353.4,ENSECAT00000114496,ENSECAT00000114496.1,ENSG00000144048,DUSP11,67.013,78.1818,1
ENSECAG00000023353,ENSECAG00000023353.4,ENSECAT00000073633,ENSECAT00000073633.2,ENSG00000144048,DUSP11,67.013,78.1818,1
ENSECAG00000023353,ENSECAG00000023353.4,ENSECAT00000025028,ENSECAT00000025028.3,ENSG00000144048,DUSP11,67.013,78.1818,1
ENSECAG00000001440,ENSECAG00000001440.3,ENSECAT00000001261,ENSECAT00000001261.3,ENSG00000130332,LSM7,26.8939,68.932,0
ENSECAG00000009565,ENSECAG00000009565.4,ENSECAT00000080865,ENSECAT00000080865.1,ENSG00000230873,STMND1,56.6197,72.8261,1
ENSECAG00000009565,ENSECAG00000009565.4,ENSECAT00000110650,ENSECAT00000110650.1,ENSG00000230873,STMND1,56.6197,72.8261,1
ENSECAG00000009565,ENSECAG00000009565.4,ENSECAT00000127276,ENSECAT00000127276.1,ENSG00000230873,STMND1,56.6197,72.8261,1
ENSECAG00000009565,ENSECAG00000009565.4,ENSECAT00000009753,ENSECAT00000009753.4,ENSG00000230873,STMND1,56.6197,72.8261,1
ENSECAG00000011303,ENSECAG00000011303.4,ENSECAT00000099402,ENSECAT00000099402.1,ENSG00000197905,TEAD4,92.3246,97.0046,1
ENSECAG00000011303,ENSECAG00000011303.4,ENSECAT00000012380,ENSECAT00000012380.4,ENSG00000197905,TEAD4,92.3246,97.0046,1
ENSECAG00000011303,ENSECAG00000011303.4,ENSECAT00000056196,ENSECAT00000056196.3,ENSG00000197905,TEAD4,92.3246,97.0046,1
ENSECAG00000011303,ENSECAG00000011303.4,ENSECAT00000124829,ENSECAT00000124829.1,ENSG00000197905,TEAD4,92.3246,97.0046,1
ENSECAG00000013328,ENSECAG00000013328.4,ENSECAT00000141169,ENSECAT00000141169.1,ENSG00000128872,TMOD2,97.7208,97.7208,1
ENSECAG00000013328,ENSECAG00000013328.4,ENSECAT00000014081,ENSECAT00000014081.4,ENSG00000128872,TMOD2,97.7208,97.7208,1
ENSECAG00000013328,ENSECAG00000013328.4,ENSECAT00000081430,ENSECAT00000081430.1,ENSG00000128872,TMOD2,97.7208,97.7208,1
ENSECAG00000013328,ENSECAG00000013328.4,ENSECAT00000127234,ENSECAT00000127234.1,ENSG00000128872,TMOD2,97.7208,97.7208,1
ENSECAG00000013328,ENSECAG00000013328.4,ENSECAT00000066288,ENSECAT00000066288.2,ENSG00000128872,TMOD2,97.7208,97.7208,1
ENSECAG00000013328,ENSECAG00000013328.4,ENSECAT00000081888,ENSECAT00000081888.1,ENSG00000128872,TMOD2,97.7208,97.7208,1
ENSECAG00000013328,ENSECAG00000013328.4,ENSECAT00000079449,ENSECAT00000079449.1,ENSG00000128872,TMOD2,97.7208,97.7208,1
ENSECAG00000019863,ENSECAG00000019863.4,ENSECAT00000021095,ENSECAT00000021095.4,ENSG00000162148,SAXO4,48.3713,69.8824,0
ENSECAG00000019391,ENSECAG00000019391.4,ENSECAT00000129970,ENSECAT00000129970.1,ENSG00000121858,TNFSF10,70.0337,74.0214,1
ENSECAG00000019391,ENSECAG00000019391.4,ENSECAT00000075150,ENSECAT00000075150.2,ENSG00000121858,TNFSF10,70.0337,74.0214,1
ENSECAG00000019391,ENSECAG00000019391.4,ENSECAT00000038515,ENSECAT00000038515.3,ENSG00000121858,TNFSF10,70.0337,74.0214,1
ENSECAG00000019391,ENSECAG00000019391.4,ENSECAT00000036652,ENSECAT00000036652.3,ENSG00000121858,TNFSF10,70.0337,74.0214,1
ENSECAG00000014808,ENSECAG00000014808.5,ENSECAT00000059539,ENSECAT00000059539.3,ENSG00000065150,IPO5,91.0759,99.5442,1
ENSECAG00000014808,ENSECAG00000014808.5,ENSECAT00000093594,ENSECAT00000093594.1,ENSG00000065150,IPO5,91.0759,99.5442,1
ENSECAG00000014808,ENSECAG00000014808.5,ENSECAT00000145602,ENSECAT00000145602.1,ENSG00000065150,IPO5,91.0759,99.5442,1
ENSECAG00000014808,ENSECAG00000014808.5,ENSECAT00000015480,ENSECAT00000015480.4,ENSG00000065150,IPO5,91.0759,99.5442,1
ENSECAG00000014808,ENSECAG00000014808.5,ENSECAT00000029161,ENSECAT00000029161.4,ENSG00000065150,IPO5,91.0759,99.5442,1
ENSECAG00000014603,ENSECAG00000014603.4,ENSECAT00000129605,ENSECAT00000129605.1,ENSG00000005206,SPPL2B,71.5035,69.0878,1
ENSECAG00000014603,ENSECAG00000014603.4,ENSECAT00000100428,ENSECAT00000100428.1,ENSG00000005206,SPPL2B,71.5035,69.0878,1
ENSECAG00000014603,ENSECAG00000014603.4,ENSECAT00000015714,ENSECAT00000015714.4,ENSG00000005206,SPPL2B,71.5035,69.0878,1
ENSECAG00000017478,ENSECAG00000017478.4,ENSECAT00000100498,ENSECAT00000100498.1,ENSG00000118276,B4GALT6,87.9177,89.5288,1
ENSECAG00000017478,ENSECAG00000017478.4,ENSECAT00000018745,ENSECAT00000018745.4,ENSG00000118276,B4GALT6,87.9177,89.5288,1
ENSECAG00000017478,ENSECAG00000017478.4,ENSECAT00000087688,ENSECAT00000087688.1,ENSG00000118276,B4GALT6,87.9177,89.5288,1
ENSECAG00000017478,ENSECAG00000017478.4,ENSECAT00000110631,ENSECAT00000110631.1,ENSG00000118276,B4GALT6,87.9177,89.5288,1
ENSECAG00000017478,ENSECAG00000017478.4,ENSECAT00000070773,ENSECAT00000070773.2,ENSG00000118276,B4GALT6,87.9177,89.5288,1
ENSECAG00000017478,ENSECAG00000017478.4,ENSECAT00000067868,ENSECAT00000067868.2,ENSG00000118276,B4GALT6,87.9177,89.5288,1
ENSECAG00000017478,ENSECAG00000017478.4,ENSECAT00000055143,ENSECAT00000055143.3,ENSG00000118276,B4GALT6,87.9177,89.5288,1
ENSECAG00000023548,ENSECAG00000023548.3,ENSECAT00000141298,ENSECAT00000141298.1,ENSG00000187068,C3orf70,71.6511,92,1
ENSECAG00000023548,ENSECAG00000023548.3,ENSECAT00000114176,ENSECAT00000114176.1,ENSG00000187068,C3orf70,71.6511,92,1
ENSECAG00000023548,ENSECAG00000023548.3,ENSECAT00000025207,ENSECAT00000025207.3,ENSG00000187068,C3orf70,71.6511,92,1
ENSECAG00000002759,ENSECAG00000002759.4,ENSECAT00000076470,ENSECAT00000076470.2,ENSG00000112031,MTRF1L,76.7123,88.4211,1
ENSECAG00000002759,ENSECAG00000002759.4,ENSECAT00000113692,ENSECAT00000113692.1,ENSG00000112031,MTRF1L,76.7123,88.4211,1
ENSECAG00000017484,ENSECAG00000017484.4,ENSECAT00000140606,ENSECAT00000140606.1,ENSG00000088854,DNAAF9,92.1835,92.1835,1
ENSECAG00000017484,ENSECAG00000017484.4,ENSECAT00000128734,ENSECAT00000128734.1,ENSG00000088854,DNAAF9,92.1835,92.1835,1
ENSECAG00000017484,ENSECAG00000017484.4,ENSECAT00000019252,ENSECAT00000019252.4,ENSG00000088854,DNAAF9,92.1835,92.1835,1
ENSECAG00000017484,ENSECAG00000017484.4,ENSECAT00000019406,ENSECAT00000019406.3,ENSG00000088854,DNAAF9,92.1835,92.1835,1
ENSECAG00000017484,ENSECAG00000017484.4,ENSECAT00000128831,ENSECAT00000128831.1,ENSG00000088854,DNAAF9,92.1835,92.1835,1
ENSECAG00000017484,ENSECAG00000017484.4,ENSECAT00000128409,ENSECAT00000128409.1,ENSG00000088854,DNAAF9,92.1835,92.1835,1
ENSECAG00000010290,ENSECAG00000010290.3,ENSECAT00000010717,ENSECAT00000010717.3,ENSG00000124134,KCNS1,88.4688,88.9734,1
ENSECAG00000010290,ENSECAG00000010290.3,ENSECAT00000133302,ENSECAT00000133302.1,ENSG00000124134,KCNS1,88.4688,88.9734,1
ENSECAG00000015001,ENSECAG00000015001.4,ENSECAT00000015864,ENSECAT00000015864.3,ENSG00000139988,RDH12,72.5076,75.9494,1
ENSECAG00000015001,ENSECAG00000015001.4,ENSECAT00000073846,ENSECAT00000073846.2,ENSG00000139988,RDH12,72.5076,75.9494,1
ENSECAG00000015001,ENSECAG00000015001.4,ENSECAT00000143702,ENSECAT00000143702.1,ENSG00000139988,RDH12,72.5076,75.9494,1
ENSECAG00000036142,ENSECAG00000036142.3,ENSECAT00000136506,ENSECAT00000136506.1,ENSG00000283039,KLF18,56.5138,29.2776,0
ENSECAG00000036142,ENSECAG00000036142.3,ENSECAT00000039936,ENSECAT00000039936.3,ENSG00000283039,KLF18,56.5138,29.2776,0
ENSECAG00000019760,ENSECAG00000019760.4,ENSECAT00000123199,ENSECAT00000123199.1,ENSG00000167985,SDHAF2,67.4699,67.4699,1
ENSECAG00000019760,ENSECAG00000019760.4,ENSECAT00000020966,ENSECAT00000020966.4,ENSG00000167985,SDHAF2,67.4699,67.4699,1
ENSECAG00000019760,ENSECAG00000019760.4,ENSECAT00000078234,ENSECAT00000078234.2,ENSG00000167985,SDHAF2,67.4699,67.4699,1
ENSECAG00000002073,ENSECAG00000002073.3,ENSECAT00000001916,ENSECAT00000001916.3,ENSG00000171872,KLF17,64.8101,65.8098,1
ENSECAG00000007791,ENSECAG00000007791.4,ENSECAT00000007862,ENSECAT00000007862.4,ENSG00000010539,ZNF200,84.2365,86.5823,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000045711,ENSECAT00000045711.2,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000055558,ENSECAT00000055558.3,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000025447,ENSECAT00000025447.3,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000053487,ENSECAT00000053487.3,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000025398,ENSECAT00000025398.4,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000031581,ENSECAT00000031581.3,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000029991,ENSECAT00000029991.3,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000111758,ENSECAT00000111758.1,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000025469,ENSECAT00000025469.3,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000023501,ENSECAG00000023501.4,ENSECAT00000025440,ENSECAT00000025440.4,ENSG00000060237,WNK1,77.3067,91.0999,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000012497,ENSECAT00000012497.3,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000073180,ENSECAT00000073180.2,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000070037,ENSECAT00000070037.2,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000064819,ENSECAT00000064819.3,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000068989,ENSECAT00000068989.2,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000073266,ENSECAT00000073266.2,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000070767,ENSECAT00000070767.2,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000140879,ENSECAT00000140879.1,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000129565,ENSECAT00000129565.1,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000056344,ENSECAG00000056344.1,ENSECAT00000108197,ENSECAT00000108197.1,ENSG00000112186,CAP2,72.6813,90.3564,1
ENSECAG00000010807,ENSECAG00000010807.3,ENSECAT00000131796,ENSECAT00000131796.1,ENSG00000155893,PXYLP1,93.9457,93.75,1
ENSECAG00000010807,ENSECAG00000010807.3,ENSECAT00000133897,ENSECAT00000133897.1,ENSG00000155893,PXYLP1,93.9457,93.75,1
ENSECAG00000010807,ENSECAG00000010807.3,ENSECAT00000145621,ENSECAT00000145621.1,ENSG00000155893,PXYLP1,93.9457,93.75,1
ENSECAG00000010807,ENSECAG00000010807.3,ENSECAT00000096020,ENSECAT00000096020.1,ENSG00000155893,PXYLP1,93.9457,93.75,1
ENSECAG00000010807,ENSECAG00000010807.3,ENSECAT00000011125,ENSECAT00000011125.3,ENSG00000155893,PXYLP1,93.9457,93.75,1
ENSECAG00000010807,ENSECAG00000010807.3,ENSECAT00000032911,ENSECAT00000032911.2,ENSG00000155893,PXYLP1,93.9457,93.75,1
ENSECAG00000010807,ENSECAG00000010807.3,ENSECAT00000121302,ENSECAT00000121302.1,ENSG00000155893,PXYLP1,93.9457,93.75,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000143276,ENSECAT00000143276.1,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000135830,ENSECAT00000135830.1,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000113398,ENSECAT00000113398.1,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000145063,ENSECAT00000145063.1,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000144116,ENSECAT00000144116.1,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000140569,ENSECAT00000140569.1,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000001170,ENSECAT00000001170.3,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000001308,ENSECAG00000001308.3,ENSECAT00000132635,ENSECAT00000132635.1,ENSG00000120696,KBTBD7,96.6127,95.9064,1
ENSECAG00000052629,ENSECAG00000052629.1,ENSECAT00000082571,ENSECAT00000082571.1,ENSG00000170854,RIOX2,78.9916,40.4301,0
ENSECAG00000052629,ENSECAG00000052629.1,ENSECAT00000141978,ENSECAT00000141978.1,ENSG00000170854,RIOX2,78.9916,40.4301,0
ENSECAG00000052629,ENSECAG00000052629.1,ENSECAT00000133781,ENSECAT00000133781.1,ENSG00000170854,RIOX2,78.9916,40.4301,0
ENSECAG00000040180,ENSECAG00000040180.2,ENSECAT00000060376,ENSECAT00000060376.2,ENSG00000196329,GIMAP5,60.4096,57.6547,0
ENSECAG00000014616,ENSECAG00000014616.4,ENSECAT00000065136,ENSECAT00000065136.2,ENSG00000163728,TTC14,92.4552,93.8961,1
ENSECAG00000014616,ENSECAG00000014616.4,ENSECAT00000015532,ENSECAT00000015532.4,ENSG00000163728,TTC14,92.4552,93.8961,1
ENSECAG00000014616,ENSECAG00000014616.4,ENSECAT00000113700,ENSECAT00000113700.1,ENSG00000163728,TTC14,92.4552,93.8961,1
ENSECAG00000014616,ENSECAG00000014616.4,ENSECAT00000117894,ENSECAT00000117894.1,ENSG00000163728,TTC14,92.4552,93.8961,1
ENSECAG00000024705,ENSECAG00000024705.3,ENSECAT00000120019,ENSECAT00000120019.1,ENSG00000204103,MAFB,98.452,98.452,1
ENSECAG00000024705,ENSECAG00000024705.3,ENSECAT00000026619,ENSECAT00000026619.3,ENSG00000204103,MAFB,98.452,98.452,1
ENSECAG00000010193,ENSECAG00000010193.3,ENSECAT00000010438,ENSECAT00000010438.3,ENSG00000115274,INO80B,54.6366,61.236,1
ENSECAG00000010193,ENSECAG00000010193.3,ENSECAT00000109242,ENSECAT00000109242.1,ENSG00000115274,INO80B,54.6366,61.236,1
ENSECAG00000010193,ENSECAG00000010193.3,ENSECAT00000141570,ENSECAT00000141570.1,ENSG00000115274,INO80B,54.6366,61.236,1
ENSECAG00000010193,ENSECAG00000010193.3,ENSECAT00000082405,ENSECAT00000082405.1,ENSG00000115274,INO80B,54.6366,61.236,1
ENSECAG00000010193,ENSECAG00000010193.3,ENSECAT00000147479,ENSECAT00000147479.1,ENSG00000115274,INO80B,54.6366,61.236,1
ENSECAG00000010193,ENSECAG00000010193.3,ENSECAT00000109262,ENSECAT00000109262.1,ENSG00000115274,INO80B,54.6366,61.236,1
ENSECAG00000007576,ENSECAG00000007576.4,ENSECAT00000073772,ENSECAT00000073772.2,ENSG00000111371,SLC38A1,89.4,91.7864,1
ENSECAG00000007576,ENSECAG00000007576.4,ENSECAT00000113064,ENSECAT00000113064.1,ENSG00000111371,SLC38A1,89.4,91.7864,1
ENSECAG00000007576,ENSECAG00000007576.4,ENSECAT00000008246,ENSECAT00000008246.3,ENSG00000111371,SLC38A1,89.4,91.7864,1
ENSECAG00000007576,ENSECAG00000007576.4,ENSECAT00000102569,ENSECAT00000102569.1,ENSG00000111371,SLC38A1,89.4,91.7864,1
ENSECAG00000007576,ENSECAG00000007576.4,ENSECAT00000104512,ENSECAT00000104512.1,ENSG00000111371,SLC38A1,89.4,91.7864,1
ENSECAG00000019945,ENSECAG00000019945.3,ENSECAT00000021125,ENSECAT00000021125.3,ENSG00000182035,ADIG,39.521,82.5,0
ENSECAG00000002225,ENSECAG00000002225.4,ENSECAT00000038994,ENSECAT00000038994.3,ENSG00000196517,SLC6A9,86.3248,95.7346,1
ENSECAG00000002225,ENSECAG00000002225.4,ENSECAT00000088067,ENSECAT00000088067.1,ENSG00000196517,SLC6A9,86.3248,95.7346,1
ENSECAG00000002225,ENSECAG00000002225.4,ENSECAT00000005457,ENSECAT00000005457.3,ENSG00000196517,SLC6A9,86.3248,95.7346,1
ENSECAG00000002225,ENSECAG00000002225.4,ENSECAT00000005514,ENSECAT00000005514.3,ENSG00000196517,SLC6A9,86.3248,95.7346,1
ENSECAG00000002225,ENSECAG00000002225.4,ENSECAT00000035955,ENSECAT00000035955.3,ENSG00000196517,SLC6A9,86.3248,95.7346,1
ENSECAG00000002225,ENSECAG00000002225.4,ENSECAT00000005216,ENSECAT00000005216.4,ENSG00000196517,SLC6A9,86.3248,95.7346,1
ENSECAG00000002225,ENSECAG00000002225.4,ENSECAT00000076029,ENSECAT00000076029.2,ENSG00000196517,SLC6A9,86.3248,95.7346,1
ENSECAG00000022231,ENSECAG00000022231.3,ENSECAT00000023751,ENSECAT00000023751.3,ENSG00000091844,RGS17,66.8067,75.7143,1
ENSECAG00000008026,ENSECAG00000008026.2,ENSECAT00000008306,ENSECAT00000008306.2,ENSG00000182333,LIPF,79.0932,78.8945,1
ENSECAG00000016457,ENSECAG00000016457.4,ENSECAT00000143881,ENSECAT00000143881.1,ENSG00000129173,E2F8,80.9313,84.1984,1
ENSECAG00000016457,ENSECAG00000016457.4,ENSECAT00000029946,ENSECAT00000029946.3,ENSG00000129173,E2F8,80.9313,84.1984,1
ENSECAG00000016457,ENSECAG00000016457.4,ENSECAT00000146136,ENSECAT00000146136.1,ENSG00000129173,E2F8,80.9313,84.1984,1
ENSECAG00000010106,ENSECAG00000010106.3,ENSECAT00000146988,ENSECAT00000146988.1,ENSG00000144959,NCEH1,84.557,81.8627,1
ENSECAG00000010106,ENSECAG00000010106.3,ENSECAT00000128823,ENSECAT00000128823.1,ENSG00000144959,NCEH1,84.557,81.8627,1
ENSECAG00000010106,ENSECAG00000010106.3,ENSECAT00000148145,ENSECAT00000148145.1,ENSG00000144959,NCEH1,84.557,81.8627,1
ENSECAG00000010106,ENSECAG00000010106.3,ENSECAT00000125773,ENSECAT00000125773.1,ENSG00000144959,NCEH1,84.557,81.8627,1
ENSECAG00000010106,ENSECAG00000010106.3,ENSECAT00000010457,ENSECAT00000010457.3,ENSG00000144959,NCEH1,84.557,81.8627,1
ENSECAG00000058230,ENSECAG00000058230.1,ENSECAT00000072726,ENSECAT00000072726.2,ENSG00000168124,OR1F1,84.9359,84.9359,1
ENSECAG00000058230,ENSECAG00000058230.1,ENSECAT00000115833,ENSECAT00000115833.1,ENSG00000168124,OR1F1,84.9359,84.9359,1
ENSECAG00000058230,ENSECAG00000058230.1,ENSECAT00000123845,ENSECAT00000123845.1,ENSG00000168124,OR1F1,84.9359,84.9359,1
ENSECAG00000058230,ENSECAG00000058230.1,ENSECAT00000114624,ENSECAT00000114624.1,ENSG00000168124,OR1F1,84.9359,84.9359,1
ENSECAG00000025046,ENSECAG00000025046.3,ENSECAT00000090575,ENSECAT00000090575.1,ENSG00000115705,TPO,75.5676,74.9196,1
ENSECAG00000025046,ENSECAG00000025046.3,ENSECAT00000027054,ENSECAT00000027054.3,ENSG00000115705,TPO,75.5676,74.9196,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000142502,ENSECAT00000142502.1,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000128057,ENSECAT00000128057.1,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000075727,ENSECAT00000075727.2,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000105421,ENSECAT00000105421.1,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000067083,ENSECAT00000067083.2,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000083695,ENSECAT00000083695.1,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000109358,ENSECAT00000109358.1,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000011825,ENSECAT00000011825.3,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000011396,ENSECAG00000011396.4,ENSECAT00000088699,ENSECAT00000088699.1,ENSG00000124191,TOX2,75.5892,88.7352,1
ENSECAG00000047972,ENSECAG00000047972.1,ENSECAT00000129995,ENSECAT00000129995.1,ENSG00000258839,MC1R,79.1798,79.1798,1
ENSECAG00000021457,ENSECAG00000021457.3,ENSECAT00000022801,ENSECAT00000022801.2,ENSG00000185670,ZBTB3,80.566,81.4885,1
ENSECAG00000021457,ENSECAG00000021457.3,ENSECAT00000118531,ENSECAT00000118531.1,ENSG00000185670,ZBTB3,80.566,81.4885,1
ENSECAG00000021457,ENSECAG00000021457.3,ENSECAT00000106082,ENSECAT00000106082.1,ENSG00000185670,ZBTB3,80.566,81.4885,1
ENSECAG00000021457,ENSECAG00000021457.3,ENSECAT00000081512,ENSECAT00000081512.1,ENSG00000185670,ZBTB3,80.566,81.4885,1
ENSECAG00000059799,ENSECAG00000059799.1,ENSECAT00000104243,ENSECAT00000104243.1,ENSG00000174886,NDUFA11,31.4516,55.3191,0
ENSECAG00000059799,ENSECAG00000059799.1,ENSECAT00000098339,ENSECAT00000098339.1,ENSG00000174886,NDUFA11,31.4516,55.3191,0
ENSECAG00000059799,ENSECAG00000059799.1,ENSECAT00000127979,ENSECAT00000127979.1,ENSG00000174886,NDUFA11,31.4516,55.3191,0
ENSECAG00000059799,ENSECAG00000059799.1,ENSECAT00000069431,ENSECAT00000069431.2,ENSG00000174886,NDUFA11,31.4516,55.3191,0
ENSECAG00000059799,ENSECAG00000059799.1,ENSECAT00000066476,ENSECAT00000066476.2,ENSG00000174886,NDUFA11,31.4516,55.3191,0
ENSECAG00000017584,ENSECAG00000017584.4,ENSECAT00000045833,ENSECAT00000045833.3,ENSG00000072121,ZFYVE26,87.1645,88.2631,1
ENSECAG00000017584,ENSECAG00000017584.4,ENSECAT00000032680,ENSECAT00000032680.2,ENSG00000072121,ZFYVE26,87.1645,88.2631,1
